searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
электропечь	76	False	электропечь	13	13
чайник redmond	83	False	чайник redmond	13	13
electrolux ezb53430ax	4	False	electrolux ezb53430ax	12	12
Сабельная пила Hammer lzk850	3	False	Сабельная пила Hammer lzk850	8	8
стиральная машина candy cs4 1262d3/2-07	1	False	стиральная машина candy cs4 1262d3/2-07	14	14
zte 550	2	False	zte 550	11	11
люстра	10	False	люстра	7	7
zanussi	37	False	zanussi	13	13
водонагреватель 50	9	False	водонагреватель 50	14	14
кастрюля	107	False	кастрюля	14	14
чехол для телефона	355	False	чехол для телефона	14	14
Мешки для пылесоса самсунг	1	True	мешки для пылесоса samsung	14	13
Тостеры	15	False	Тостеры	11	11
BQ Vision	1	False	BQ Vision	14	14
адаптер для индукционной плиты	24	False	адаптер для индукционной плиты	15	15
чехол аккумулятор	18	False	чехол аккумулятор	6	6
Пароочиститель	64	False	Пароочиститель	13	13
видеокамера го про	1	False	видеокамера го про	7	7
microsd 32gb	1	False	microsd 32gb	12	12
дрель	48	False	дрель	15	15
ПОСУДОМОЙКА	9	False	ПОСУДОМОЙКА	14	14
Наушники игровые hyper	1	False	Наушники игровые hyper	14	14
Тепловентилятор	63	False	Тепловентилятор	14	14
электрическая мини печь	304	False	электрическая мини печь	13	13
Варочноя панель	1	True	варочная панель	13	14
Фильтры для воды	16	False	Фильтры для воды	15	15
ГЕЙМПАДЫ	4	False	ГЕЙМПАДЫ	12	12
Батарея для zte blade l3	2	False	Батарея для zte blade l3	9	9
Фильтры для вытяжки	6	False	Фильтры для вытяжки	14	14
умные часы	205	False	умные часы	12	12
Коврик ячеистый	2	False	Коврик ячеистый	14	14
смартфон vertex	12	False	смартфон vertex	9	9
Флешка	62	False	Флешка	14	14
фритюрницы	104	False	фритюрницы	12	12
samsung ue49mu6100u	2	False	samsung ue49mu6100u	5	5
fitness браслет	15	False	fitness браслет	7	7
Стиральная машина BOSCH	2	False	Стиральная машина BOSCH	14	14
комплект клавиатура и мышь	8	False	комплект клавиатура и мышь	12	12
xiaomi redmi 5 plus 32gb	2	False	xiaomi redmi 5 plus 32gb	14	14
Телеа	1	True	тела	7	77
Аквафор	55	False	Аквафор	12	12
фильтр для пылесоса samsung sc8852	5	False	фильтр для пылесоса samsung sc8852	14	14
Телефон техно	1	True	телефон techno	14	0
q2612a	4	False	q2612a	1	1
ps4 slim	101	False	ps4 slim	14	14
фен ardin	3	False	фен ardin	12	12
Комбинированная плита	18	False	Комбинированная плита	15	15
блендер kitfort кт-1340-1	2	False	блендер kitfort кт-1340-1	29	29
интерскол	22	False	интерскол	12	12
картридж лазерный	6	False	картридж лазерный	12	12
Lenovo IdeaPad 320-15ast	1	False	Lenovo IdeaPad 320-15ast	2	2
rtx 2070	9	False	rtx 2070	3	3
оптический привод	40	False	оптический привод	7	7
оперативная памят	33	False	оперативная памят	14	14
lexand sc7 pro hd	2	False	lexand sc7 pro hd	14	14
вытяжка~/sort/price/dir/asc/page/4/	1	False	вытяжка~/sort/price/dir/asc/page/4/	0	0
Защитное стекло для oppo f7	1	False	Защитное стекло для oppo f7	14	14
плита ширина 60	43	False	плита ширина 60	13	13
клавиатуры	123	False	клавиатуры	14	14
антенны	34	False	антенны	12	12
honor band 3	19	False	honor band 3	0	0
Духо	4	True	двух	14	170
саундбар sony	55	False	саундбар sony	3	3
фотоаппарат моментальной печати	6	False	фотоаппарат моментальной печати	2	2
Samsung s 8 plus	1	False	Samsung s 8 plus	9	9
колонка sony srs-x11	1	False	колонка sony srs-x11	14	14
внешний накопитель	21	False	внешний накопитель	13	13
melitta	13	False	melitta	6	6
мышь bloody	6	False	мышь bloody	14	14
Sinbo SHD 7022 золотой	1	False	Sinbo SHD 7022 золотой	3	3
Форма для выпечки хлеба алюминиевая	5	False	Форма для выпечки хлеба алюминиевая	13	13
xbox one x	79	False	xbox one x	11	11
бирюса 127	4	False	бирюса 127	6	6
Отпариватели	8	False	Отпариватели	13	13
форма для запекания	9	False	форма для запекания	7	7
Отпариватель	327	False	Отпариватель	13	13
карты памяти	31	False	карты памяти	13	13
флэшка	36	False	флэшка	14	14
телевизоры samsung	32	False	телевизоры samsung	13	13
Аккумуляторы АА	1	False	Аккумуляторы АА	14	14
Кофемолки	29	False	Кофемолки	13	13
телевизор haier	68	False	телевизор haier	8	8
Xiaomi 8	2	False	Xiaomi 8	12	12
вытяжки krona	23	False	вытяжки krona	13	13
пульты lg magic	10	False	пульты lg magic	6	6
мышь проводная razer deathadder	1	False	мышь проводная razer deathadder	44	44
портативный акумулятор с фонариком	4	False	портативный акумулятор с фонариком	14	14
Встраиваемые холодильники э	2	False	Встраиваемые холодильники э	12	12
audio-technica	1	False	audio-technica	4	4
холодильник leran	179	False	холодильник leran	13	13
джойстики пк	34	False	джойстики пк	13	13
Телевизоры	327	False	Телевизоры	14	14
Видеорегистратор	147	False	Видеорегистратор	14	14
аксесуары к экшенкамерам	1	False	аксесуары к экшенкамерам	12	12
3607	1	False	3607	10	10
радиотелефон panasonic	36	False	радиотелефон panasonic	13	13
Iphone Se	2	False	Iphone Se	3	3
встраеваемая варочная комбинированная панель	15	False	встраеваемая варочная комбинированная панель	13	13
Ps 4 pro	3	False	Ps 4 pro	11	11
Микрофон без проводной	1	False	Микрофон без проводной	13	13
samsung ww80k52e61w	5	False	samsung ww80k52e61w	14	14
Смартфон Samsung Galaxy A8  Black	1	False	смартфон samsung galaxy a8 black	14	14
Asus VivoBook D540MA-GQ322T	3	False	Asus VivoBook D540MA-GQ322T	0	0
Vitesse	7	False	Vitesse	14	14
lg ga-b499svqz	2	False	lg ga-b499svqz	7	7
65eg960	2	False	65eg960	8	8
Холодильник LERAN CBF 203 W	1	False	Холодильник LERAN CBF 203 W	13	13
смарт телевизор 43 дюйма	11	False	смарт телевизор 43 дюйма	13	13
Парктроник	4	False	Парктроник	2	2
pudg	1	False	pudg	31	31
заварной чайник	5	False	заварной чайник	14	14
стойка для синтезатора	36	False	стойка для синтезатора	12	12
кофемолки	110	False	кофемолки	13	13
Кранштейн телевизоры	3	False	Кранштейн телевизоры	20	20
Холодильник норд NRB 139-732	1	True	холодильник nord nrb 139-732	14	0
инверторный кондиционер	11	False	инверторный кондиционер	11	11
zte blade a510	3	False	zte blade a510	1	1
Фильтры для капельных кофеварок	1	False	Фильтры для капельных кофеварок	8	8
Миксер для теста	4	False	Миксер для теста	14	14
Pley station	1	True	play station	14	15
колонки для пк	4	False	колонки для пк	14	14
Мини печь	67	False	Мини печь	13	13
Kenwood	17	False	Kenwood	12	12
рассрочка	29	False	рассрочка	3	3
теленны кнопачные	2	True	телефоны кнопочные	4	2
KGE39AW21R	1	False	KGE39AW21R	4	4
смарт приставка для телевизора	27	True	smart приставка для телевизора	14	21
паяльная станция	18	False	паяльная станция	12	12
braun mgk3020	1	False	braun mgk3020	3	3
Планшеты недорогие	3	False	Планшеты недорогие	14	14
фондю	36	False	фондю	14	14
электродвигатель для пылесоса	1	False	электродвигатель для пылесоса	14	14
БИРЮСА 149	11	False	БИРЮСА 149	6	6
встраиваемые варочные панели индукционные	18	False	встраиваемые варочные панели индукционные	14	14
UE49MU6100U	3	False	UE49MU6100U	0	0
Phillips qc5126	1	False	Phillips qc5126	4	4
Смартфон sony xperia	1	False	Смартфон sony xperia	6	6
Редми 5а	1	True	redmi 5 а	12	11
Mystery mvc-1117	1	False	Mystery mvc-1117	2	2
кофемашина~/sort/price/dir/desc/page/3/	3	False	кофемашина~/sort/price/dir/desc/page/3/	0	0
Наушники JBL t205	1	False	Наушники JBL t205	14	14
утюжок гофре для волос	199	False	утюжок гофре для волос	15	15
ноутбук 4 ядра, 8 г оператив память	3	False	ноутбук 4 ядра, 8 г оператив память	14	14
портативные колонки	133	False	портативные колонки	13	13
крышка для сковороды	51	False	крышка для сковороды	5	5
снегоуборочная машина	59	False	снегоуборочная машина	10	10
духовой шкаф hansa	33	False	духовой шкаф hansa	11	11
QUMO	5	False	QUMO	13	13
SAMSUNG UE 49M5000AU	8	False	SAMSUNG UE 49M5000AU	11	11
Музыка	10	False	Музыка	13	13
BQ	125	False	BQ	11	11
xioami mi 8	1	False	xioami mi 8	0	0
Цветной картридж	3	False	Цветной картридж	3	3
Scarlett SC - EK27G99	1	False	Scarlett SC - EK27G99	14	14
Динамик	4	False	Динамик	11	11
Фльтр для пылесоса	2	False	Фльтр для пылесоса	14	14
смартфон honor	44	False	смартфон honor	10	10
Bosh	19	False	Bosh	11	11
Телефон с большими кнопками	1	False	Телефон с большими кнопками	14	14
23.120	1	False	23.120	4	4
jhtiybwf	1	True	орешница	3	3
Антенна дециметрового диапазона	3	False	Антенна дециметрового диапазона	14	14
Кранштейн	27	True	кронштейн	14	11
холодильник атлант	267	False	холодильник атлант	12	12
bosch чайник	7	False	bosch чайник	12	12
Сотовый телефон	24	False	Сотовый телефон	13	13
погружной блендер	21	False	погружной блендер	14	14
Робот пылесос	250	False	Робот пылесос	8	8
стиральные машины с баком из нержавейки	25	False	стиральные машины с баком из нержавейки	13	13
Lenovo IdePad 330-15AST	1	True	lenovo ideapad 330-15ast	6	5
пс4	18	False	пс4	11	11
dremel 4000	4	False	dremel 4000	0	0
пульт ду	95	False	пульт ду	8	8
овощерезки электрические	25	False	овощерезки электрические	3	3
корпус для пк	169	False	корпус для пк	14	14
очиститель воздуха	146	False	очиститель воздуха	11	11
samsung j4	22	False	samsung j4	12	12
ps 4	54	True	ps4	11	11
GEFEST ПГ 3200-08 К86	2	False	GEFEST ПГ 3200-08 К86	8	8
Sony gold wireless	3	False	Sony gold wireless	13	13
9349/01	1	False	9349/01	6	6
Колонка jbl xtreme	3	False	Колонка jbl xtreme	3	3
смартфон blackview bv5800	1	False	смартфон blackview bv5800	14	14
силиконовые формы	8	False	силиконовые формы	12	12
Радиотеле	1	True	радио теле	14	0
HDMI-VGA	1	False	HDMI-VGA	2	2
квадрокопер	1	False	квадрокопер	2	2
Микроволновая печь LG NeoCHef MS2336GIB	2	False	Микроволновая печь LG NeoCHef MS2336GIB	14	14
шлифовальная машина	23	False	шлифовальная машина	14	14
Накладка на утюг	5	False	Накладка на утюг	14	14
bosch kan58a55 (90x73x180)	2	False	bosch kan58a55 (90x73x180)	0	0
PHILIPS 43PUT 4900/60	13	False	PHILIPS 43PUT 4900/60	4	4
воскоплав	20	False	воскоплав	11	11
Meizu M3 Note 16Gb	1	False	Meizu M3 Note 16Gb	11	11
43LK5100	7	False	43LK5100	1	1
macbook	99	False	macbook	5	5
LG F-1096SD3	4	False	LG F-1096SD3	2	2
Гель для посудомоечных машин 5  FIVE PLUS	1	False	гель для посудомоечных машин 5 five plus	1	1
мясорубка leran	26	False	мясорубка leran	10	10
Фильмы blue ray	1	False	Фильмы blue ray	1	1
нетбук и планшеты	23	False	нетбук и планшеты	14	14
gps трекер	15	False	gps трекер	7	7
BQ5009	2	False	BQ5009	4	4
игровая приставка	41	False	игровая приставка	2	2
электрическая плита (50-55 см) electrolux ekc95010mx	1	False	электрическая плита (50-55 см) electrolux ekc95010mx	14	14
Мобильный телефон	8	False	Мобильный телефон	14	14
видео плеер	3	False	видео плеер	11	11
Стекло	11	False	Стекло	15	15
Гироскутер	63	False	Гироскутер	2	2
Воздушные шары	6	False	Воздушные шары	8	8
Увлажнитель воздуха TIMBERK THU UL 03	1	False	Увлажнитель воздуха TIMBERK THU UL 03	8	8
пылесос безпроводной	14	False	пылесос безпроводной	13	13
candy	292	False	candy	13	13
сетевое хранилище	5	False	сетевое хранилище	14	14
Бритва braun	3	False	Бритва braun	17	17
Холодильник ларь	1	False	Холодильник ларь	14	14
чайник металлический	116	False	чайник металлический	11	11
pozis rk fnf-172 w	8	False	pozis rk fnf-172 w	2	2
автомобильные динамики	25	False	автомобильные динамики	11	11
ТЕРМОПОТЫ	1	False	ТЕРМОПОТЫ	15	15
Электрон	1	False	Электрон	14	14
телевизоры с наушниками	1	False	телевизоры с наушниками	14	14
Эпиляторы	30	False	Эпиляторы	13	13
дарина	8	True	darina	12	6
sony бравия	3	False	sony бравия	14	14
электрическая турка	33	False	электрическая турка	9	9
морозильный ларь	234	False	морозильный ларь	13	13
Чайник smeg	1	False	Чайник smeg	14	14
Утюг филипс	10	True	утюг philips	15	13
духовой шкаф длинной 450 мм	3	False	духовой шкаф длинной 450 мм	14	14
Плойкп	4	False	Плойкп	12	12
iphone 8 plus	114	False	iphone 8 plus	5	5
держатель для телефона	80	False	держатель для телефона	8	8
Braun mq	7	False	Braun mq	11	11
Чайник с свистком для кипение	1	False	Чайник с свистком для кипение	14	14
формы для скороводки	1	False	формы для скороводки	14	14
электропила цепная	5	False	электропила цепная	12	12
Samsu	1	False	Samsu	14	14
пульт	61	False	пульт	8	8
турка	113	False	турка	3	3
антенный кабель	15	False	антенный кабель	11	11
ASUS ZenFone Max Pro	10	False	ASUS ZenFone Max Pro	10	10
Стекло защитное	4	False	Стекло защитное	15	15
встраиваемый духовой шкаф 45 см	20	False	встраиваемый духовой шкаф 45 см	15	15
минипечь	11	True	мини печь	14	13
Картридж струйный HP 655	2	False	Картридж струйный HP 655	12	12
kyocera	12	False	kyocera	7	7
игровые ноутбуки	157	False	игровые ноутбуки	6	6
Караоке микрофон	6	False	Караоке микрофон	8	8
игровой системный блок	55	False	игровой системный блок	12	12
candy grando vita smart	2	False	candy grando vita smart	5	5
кофеварки	120	False	кофеварки	14	14
стул	99	False	стул	8	8
Подогреватель	5	False	Подогреватель	5	5
ноутбук для игр	4	False	ноутбук для игр	14	14
светильники настольные	2	False	светильники настольные	16	16
игровой компьютер	29	False	игровой компьютер	15	15
СЬАЛИБИЗАТОР НАПРЯЖЕНИЯ	2	False	СЬАЛИБИЗАТОР НАПРЯЖЕНИЯ	10	10
кабель~/sort/price/dir/asc/	2	False	кабель~/sort/price/dir/asc/	0	0
USB - 3.5 mini jack	2	False	USB - 3.5 mini jack	5	5
гравер	107	False	гравер	11	11
office 2016	4	False	office 2016	11	11
армада   RBT.ru  хлебопечь	1	False	армада rbt.ru хлебопечь	31	31
Сиденье в ванную	5	False	Сиденье в ванную	1	1
защитное стекло iphone	32	False	защитное стекло iphone	14	14
макита	3	True	makita	12	12
XP deus	1	False	XP deus	0	0
Смартфон Apple iPhone 5	8	False	Смартфон Apple iPhone 5	13	13
Защитное стекло самсунг а5	1	True	защитное стекло samsung a5	13	15
840/DDR3 4 ГБ/1 ТБ   SSD 120G/2 Gb RX 550/500BT/W	1	False	840/ddr3 4 гб/1 тб ssd 120g/2 gb rx 550/500bt/w	0	0
электровафельницы	43	False	электровафельницы	10	10
цифровое фортепиано	20	False	цифровое фортепиано	13	13
Блитуз	1	False	Блитуз	14	14
скарлет	1	True	scarlett	7	12
Кофеварка	270	False	Кофеварка	14	14
sony playstation	55	False	sony playstation	11	11
neffos	9	False	neffos	0	0
Однокомфорочные плиты стеклокерамика	1	False	Однокомфорочные плиты стеклокерамика	14	14
автомагнитола pioneer	38	False	автомагнитола pioneer	12	12
фотоаппарат зеркальный	66	False	фотоаппарат зеркальный	13	13
шнековые соковыжималки	81	False	шнековые соковыжималки	9	9
Керхер	29	True	karcher	13	10
apple iphone x 64gb	72	False	apple iphone x 64gb	6	6
керамический тепловентилятор	3	False	керамический тепловентилятор	12	12
телевизоры смарт тв	238	False	телевизоры смарт тв	14	14
polaris pir 2472»	3	False	polaris pir 2472»	14	14
mini dvd-rw 8 см	1	False	mini dvd-rw 8 см	14	14
096	1	False	096	11	11
блинница	194	False	блинница	6	6
ультразвуковая зубная щетка	3	False	ультразвуковая зубная щетка	14	14
Видеокарты	42	False	Видеокарты	13	13
Honor 10	173	False	Honor 10	11	11
музыкальный центр с караоке	197	False	музыкальный центр с караоке	14	14
Samsung UE40MU6100	2	False	Samsung UE40MU6100	4	4
капучинатор ручной	7	False	капучинатор ручной	8	8
Xiaomi MI	1	False	Xiaomi MI	12	12
МФУ Brother DCP-T500W	1	False	МФУ Brother DCP-T500W	14	14
набор для маникюра	6	False	набор для маникюра	3	3
Принтеры Epson L132	1	False	Принтеры Epson L132	12	12
Защитное стекло	25	False	Защитное стекло	15	15
фотоаппарат компактный nikon coolpix l340 black	1	False	фотоаппарат компактный nikon coolpix l340 black	10	10
iPhone 6	28	False	iPhone 6	3	3
nioh	7	False	nioh	0	0
сковорода tefal	90	False	сковорода tefal	13	13
Сетивой адаптр	1	True	сетевой адаптер	14	13
Playstation	27	False	Playstation	13	13
Мультиварка oursson mp 1010s 1литр	1	True	мультиварка oursson mp 1010s 1 литр	14	0
"бритвенный станок ""Жилет"""	1	True	"бритвенный станок ""gillette"""	14	0
самсунг  телефоны	1	True	samsung телефоны	14	13
пылесос xiaomi mi robot vacuum cleaner	12	False	пылесос xiaomi mi robot vacuum cleaner	14	14
мультистайлер babyliss 2020ce	2	False	мультистайлер babyliss 2020ce	13	13
Кронштейн для телевизора самсунг	2	True	кронштейн для телевизора samsung	14	12
tefal	59	False	tefal	15	15
сотрудничество	1	False	сотрудничество	1	1
ванночка для ног	15	False	ванночка для ног	9	9
apple iphone 5s	4	False	apple iphone 5s	12	12
Шуруповёрт	52	False	Шуруповёрт	13	13
АКСИОН М 25.01	3	False	АКСИОН М 25.01	6	6
холодильник siemens kg39nxx15r black inox	2	False	холодильник siemens kg39nxx15r black inox	14	14
пылесос tefal	11	False	пылесос tefal	7	7
защищенный телефон	1	False	защищенный телефон	14	14
триммер для носа и ушей	133	False	триммер для носа и ушей	6	6
kenwood	84	False	kenwood	12	12
Увлаж	11	False	Увлаж	13	13
швабра	82	False	швабра	14	14
huawei mediapad t3 10	4	False	huawei mediapad t3 10	5	5
helfer	7	False	helfer	9	9
Doffler	33	False	Doffler	13	13
Электромясорубки	14	False	Электромясорубки	13	13
AEG духовой шкаф	1	False	AEG духовой шкаф	14	14
термосумка	10	False	термосумка	1	1
Meizu M6T накладка	1	False	Meizu M6T накладка	14	14
Швабра	45	False	Швабра	14	14
беспроводная мышь	16	False	беспроводная мышь	15	15
Очистить воздуха	1	False	Очистить воздуха	14	14
телевизор samsung 43 дюйма	6	False	телевизор samsung 43 дюйма	5	5
Веко	9	True	beko	16	13
сотовый телефон раскладушка	26	False	сотовый телефон раскладушка	13	13
Qumo ReaL SteeL K05Ъ	1	False	Qumo ReaL SteeL K05Ъ	5	5
usb 3.0 флешки	1	False	usb 3.0 флешки	13	13
Rebmi	1	False	Rebmi	3	3
электро лобзик	41	False	электро лобзик	13	13
Singer 14SH754	1	False	Singer 14SH754	1	1
Вафельницы	72	False	Вафельницы	9	9
Iphone xs	9	False	Iphone xs	3	3
usb type-c hub	1	False	usb type-c hub	9	9
кухонная машина	172	False	кухонная машина	14	14
ампер соединительный 3х4 1.5м	1	False	ампер соединительный 3х4 1.5м	2	2
чехол iphone 6	13	False	чехол iphone 6	10	10
Беркут	2	False	Беркут	4	4
Комплектующие для пк	2	False	Комплектующие для пк	14	14
цифровая приставка к телевизору	21	False	цифровая приставка к телевизору	16	16
кулера	3	False	кулера	13	13
Ultra HD (4K) LED телевизор LG 49UK6450PLC	4	False	Ultra HD (4K) LED телевизор LG 49UK6450PLC	27	27
asus zenfone 4 selfie pro zd552kl 64 гб	1	False	asus zenfone 4 selfie pro zd552kl 64 гб	0	0
фотоэпиляторы	44	False	фотоэпиляторы	17	17
Xbox one s	31	False	Xbox one s	11	11
gsktcjcs	5	True	пылесосы	14	15
cтиральная машина	1	False	cтиральная машина	14	14
кулер	180	False	кулер	11	11
Микрово	1	True	микрофон	14	14
VivoBook S15 S530UN	1	False	VivoBook S15 S530UN	14	14
ЦИФРОВАЯ ТЕЛЕВИЗИОННАЯ ПРИСТАВКА  SMP240HDT2	1	False	цифровая телевизионная приставка smp240hdt2	0	0
швейные машинки	81	False	швейные машинки	13	13
bq 6200L	2	False	bq 6200L	34	34
модуль памяти  Samsung DDR3 M378B5273CH0-CH9	2	False	модуль памяти samsung ddr3 m378b5273ch0-ch9	0	0
варочная панель dexp	2	False	варочная панель dexp	14	14
gear	1	False	gear	3	3
Стиральная машина~/sort/price/dir/asc/page/5/	3	False	Стиральная машина~/sort/price/dir/asc/page/5/	14	14
стиральная машина leran	48	False	стиральная машина leran	13	13
Переходник usb	1	False	Переходник usb	13	13
холодильник beko rcsk250m00s	2	False	холодильник beko rcsk250m00s	14	14
беспроводные наушники iphone	7	False	беспроводные наушники iphone	14	14
тример для бороды	41	False	тример для бороды	3	3
dvb-c	16	False	dvb-c	12	12
швейная машина janome	66	False	швейная машина janome	11	11
антенна комнатная с усилителем	8	False	антенна комнатная с усилителем	8	8
yamaha ns-f160	1	False	yamaha ns-f160	0	0
колонки sven	27	False	колонки sven	14	14
купить телевизор sony 43 дюйма blue marta	8	False	купить телевизор sony 43 дюйма blue marta	10	10
маникюр	25	False	маникюр	11	11
lg 49uj750v	4	False	lg 49uj750v	1	1
утюг доржный	2	True	утюг дорожный	14	15
смартфон honor 8x	45	False	смартфон honor 8x	10	10
STARWIND SMW4217	4	False	STARWIND SMW4217	5	5
принтер сканер и ксерокс	12	True	принтер сканер и xerox	8	9
колонка акустическая	2	False	колонка акустическая	5	5
автопылесос	20	False	автопылесос	14	14
счетчики по газу	1	False	счетчики по газу	14	14
303731	7	False	303731	2	2
пылесос samsung sc18m31b0hn	6	False	пылесос samsung sc18m31b0hn	14	14
электробритва philips	19	False	электробритва philips	12	12
Iphone x	34	False	Iphone x	3	3
Хуавей р20	2	True	huawei p20	11	11
Xiaomi Redmi 4x 16GB	1	False	Xiaomi Redmi 4x 16GB	7	7
PS	5	False	PS	11	11
Xiomi 4A	1	False	Xiomi 4A	13	13
bosch мясорубка	1	False	bosch мясорубка	5	5
компьютерные стулья	5	False	компьютерные стулья	14	14
65nu8000	4	False	65nu8000	1	1
ХОНОР 7с	1	True	honor 7 с	13	11
honor 7 x	47	False	honor 7 x	11	11
телевизор polar	5	False	телевизор polar	12	12
газовые духовые шкафы	33	False	газовые духовые шкафы	13	13
самокат	73	False	самокат	8	8
цифровая фоторамка	132	False	цифровая фоторамка	6	6
Boch встраиваемая микроволновка	2	False	Boch встраиваемая микроволновка	14	14
POZIS RK FNF-170 W	5	False	POZIS RK FNF-170 W	3	3
батарея для сотовых	1	False	батарея для сотовых	5	5
H700i	1	False	H700i	14	14
dell inspiron	37	False	dell inspiron	0	0
philips quick touch gc515	1	False	philips quick touch gc515	24	24
фритюр	8	False	фритюр	12	12
Ĺ	2	False	Ĺ	11	11
гарнитура	104	False	гарнитура	14	14
смартфон honor 9	28	False	смартфон honor 9	10	10
ACER Aspire E5-573G-33T6	1	False	ACER Aspire E5-573G-33T6	2	2
детские умные часы	91	False	детские умные часы	12	12
наушники игровые проводные	18	False	наушники игровые проводные	14	14
REDMOND RMC-M224S	1	False	REDMOND RMC-M224S	13	13
аэрофритюрница	38	False	аэрофритюрница	5	5
Внутренний Жесткий диск	1	False	Внутренний Жесткий диск	13	13
парогенератор	282	False	парогенератор	13	13
ue32n4510au	2	False	ue32n4510au	1	1
капучинатор	93	False	капучинатор	11	11
видео регистратор	61	False	видео регистратор	15	15
зубр зпт	6	False	зубр зпт	13	13
Паста mx4	5	False	Паста mx4	12	12
насос вихрь	4	False	насос вихрь	14	14
rca	24	False	rca	11	11
детские планшеты	62	False	детские планшеты	14	14
Гейзерные кофеварки	7	False	Гейзерные кофеварки	4	4
Сетка для бритвы Braun Series 1	1	False	Сетка для бритвы Braun Series 1	9	9
телевизоры samsung и сони	6	False	телевизоры samsung и сони	13	13
пылесос samsung	63	False	пылесос samsung	13	13
playstation 4 slim	45	False	playstation 4 slim	12	12
Швейная машина ASTRALUX Super Sew	5	False	Швейная машина ASTRALUX Super Sew	13	13
ЛЫСЬВА ЭП 301 ст	3	False	ЛЫСЬВА ЭП 301 ст	5	5
Виброножка	4	False	Виброножка	6	6
индукционные плиты	22	False	индукционные плиты	13	13
electrolux enn	1	False	electrolux enn	13	13
leran tv	1	False	leran tv	11	11
Автомагнитолы	43	False	Автомагнитолы	13	13
Телефоны bq с 4 сим картами	6	False	Телефоны bq с 4 сим картами	14	14
Стиральная машина candY	1	False	Стиральная машина candY	13	13
маникюрные наборы	27	False	маникюрные наборы	10	10
мультиварка скороварка redmond	2	False	мультиварка скороварка redmond	9	9
Электровафельница	42	False	Электровафельница	8	8
вытяжка gorenje	3	False	вытяжка gorenje	0	0
Переходники	8	False	Переходники	15	15
вытяжка bosh dhu 652 u60wh	3	False	вытяжка bosh dhu 652 u60wh	14	14
автомагнитола pioneer MVH-580ВТ	1	False	автомагнитола pioneer MVH-580ВТ	14	14
Galaxy A8	6	False	Galaxy A8	10	10
Смартфоны Honor	4	False	Смартфоны Honor	11	11
fx-8320	1	False	fx-8320	5	5
xiaomi redmi 6а	6	False	xiaomi redmi 6а	10	10
ACER AS5552G	2	False	ACER AS5552G	2	2
'ktrnhjrjnks	1	True	электрокотлы	14	14
электрический духовой шкаф	12	False	электрический духовой шкаф	14	14
стиральная машина willmark wm-20bw	1	False	стиральная машина willmark wm-20bw	14	14
FUJIFILM Instax 210 REG.GLOSSY	2	False	FUJIFILM Instax 210 REG.GLOSSY	0	0
Гриль и вафельница	2	False	Гриль и вафельница	13	13
Вертолёт	2	False	Вертолёт	4	4
телевизоры с bluetooth	5	False	телевизоры с bluetooth	14	14
точило	11	False	точило	14	14
Монитор ASUS VA249NA	1	False	Монитор ASUS VA249NA	14	14
supra vcs	20	False	supra vcs	9	9
компрессор для шин	57	False	компрессор для шин	13	13
ноутбук lenovo ideapad 330-15ikbr	19	False	ноутбук lenovo ideapad 330-15ikbr	14	14
офисное приложение microsoft office для дома и учебы 2019: вопросы и ответы	5	False	офисное приложение microsoft office для дома и учебы 2019: вопросы и ответы	0	0
робот полисос	5	False	робот полисос	10	10
кофеварка капельная	46	False	кофеварка капельная	11	11
Газовая варочная поверхность	12	False	Газовая варочная поверхность	13	13
w100	1	False	w100	0	0
Вафильница	5	True	вафельница	12	9
Одисея	1	True	odyssey	5	6
Toshiba холодильник	1	False	Toshiba холодильник	14	14
героскутер	13	False	героскутер	2	2
SAMSUNG RB37K6220EF	1	False	SAMSUNG RB37K6220EF	4	4
колонка jbl go	2	False	колонка jbl go	13	13
Смартфон Huawei P Smart	1	False	Смартфон Huawei P Smart	8	8
фильтры барьер	5	False	фильтры барьер	12	12
lg	33	False	lg	11	11
Плойка	170	False	Плойка	14	14
Xiaomi Amazfit Verge	2	False	Xiaomi Amazfit Verge	1	1
HDMI	33	False	HDMI	18	18
автосигнализации	27	False	автосигнализации	9	9
АДАПТОР	1	False	АДАПТОР	13	13
Электрическая плита (60 см) Darina 1D 1404W	3	False	Электрическая плита (60 см) Darina 1D 1404W	14	14
смартфоны~/sort/price/dir/asc/	14	False	смартфоны~/sort/price/dir/asc/	7	7
холодильник samsung	33	False	холодильник samsung	13	13
аппарат для ультразвукового пилинга	1	False	аппарат для ультразвукового пилинга	8	8
микрофон для компьютера	51	False	микрофон для компьютера	2	2
стиральная машинка	50	False	стиральная машинка	13	13
Ларь	30	False	Ларь	13	13
Планшетbq	3	True	планшет bq	12	14
виниловый проигрыватель	18	False	виниловый проигрыватель	11	11
The Crew 2	1	False	The Crew 2	13	13
формы для выпечки	22	False	формы для выпечки	13	13
Микрафоны	10	True	микрофоны	25	14
приставка xiaomi mi tv box	19	False	приставка xiaomi mi tv box	4	4
Вытяжка телескопическая	3	False	Вытяжка телескопическая	14	14
jbl extrim	3	False	jbl extrim	12	12
telefunken	47	False	telefunken	14	14
polaris	307	False	polaris	28	28
Торцовочная пила	7	False	Торцовочная пила	12	12
Газовая панель 2 комфорки	1	False	Газовая панель 2 комфорки	14	14
домашний телефон	269	False	домашний телефон	13	13
антивирус	66	False	антивирус	11	11
