searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
0225557	3	False	0225557	1	1
LG 65UJ675V	1	False	LG 65UJ675V	0	0
 Мольберт	1	False	мольберт	5	5
BOSCH WTG 86400	3	False	BOSCH WTG 86400	1	1
Холодильник Атлант 4421-049-ND	1	True	холодильник atlant 4421-049-nd	1	0
стиральная машина lg fh 0h3qd0	3	False	стиральная машина lg fh 0h3qd0	1	1
227812	7	False	227812	1	1
Врезная кухонная мойка Blanco Subline 500 U Silgranit PuraDur	1	False	Врезная кухонная мойка Blanco Subline 500 U Silgranit PuraDur	0	0
Холодильник Bosch KGN49SB3AR	2	False	Холодильник Bosch KGN49SB3AR	1	1
LAURASTAR LIFT RED EU	1	False	LAURASTAR LIFT RED EU	1	1
213891	1	False	213891	1	1
hbf534	5	True	hbf 534	3	10
WS 12T540OE	5	False	WS 12T540OE	1	1
NEFF D95IMW1N0	1	False	NEFF D95IMW1N0	1	1
код 271151	1	False	код 271151	0	0
Пылесосы филипс	5	True	пылесосы philips	19	14
223762	52	False	223762	1	1
268211	6	False	268211	1	1
134298	4	False	134298	1	1
Samsung WW70J52E02W	2	False	Samsung WW70J52E02W	0	0
Двухкамерный холодильник LG GA-B 499	1	False	Двухкамерный холодильник LG GA-B 499	7	7
Телевизоры samasung 32	4	True	телевизоры samsung 32	0	17
RH62K6017S8	1	False	RH62K6017S8	0	0
стиральная машина узкая	10	False	стиральная машина узкая	16	16
255030	3	False	255030	1	1
226571	1	False	226571	1	1
VS80N8076KC	2	False	VS80N8076KC	1	1
0095946	4	False	0095946	1	1
199275	15	False	199275	0	0
locus	2	False	locus	0	0
сплит-система pioneer фортис	1	False	сплит-система pioneer фортис	0	0
201325	11	False	201325	1	1
TD-160/100 N SILENT	3	False	TD-160/100 N SILENT	2	2
Встраиваемый электрический духовой шкаф DeLuxe 6006.03 эшв - 032	1	False	Встраиваемый электрический духовой шкаф DeLuxe 6006.03 эшв - 032	1	1
холодильники ariston	26	False	холодильники ariston	18	18
268812	29	False	268812	0	0
рукава для вакумировыания продуктов	1	True	рукава для вакуумирования продуктов	0	0
bosch wlt 24460	2	False	bosch wlt 24460	0	0
CR8005D	2	False	CR8005D	0	0
261682	1	False	261682	1	1
ьшвуф	1	True	midea	20	13
чайник Philips HD 9358/11 синий металлик	2	False	чайник Philips HD 9358/11 синий металлик	1	1
248120	5	False	248120	1	1
кулер 16	1	False	кулер 16	19	19
168279	5	False	168279	1	1
хотпоинт ariston стиральная машина	9	False	хотпоинт ariston стиральная машина	19	19
SIEMENS WS 12T460 OE	3	False	SIEMENS WS 12T460 OE	1	1
Контейнер для вакуумирования	49	False	Контейнер для вакуумирования	18	18
BBK 32LEX-7023/T2C	2	False	BBK 32LEX-7023/T2C	0	0
257261	5	False	257261	1	1
 Kuppersberg NOFF 19565 X	2	False	kuppersberg noff 19565 x	1	1
Beko DPS 7205	1	False	Beko DPS 7205	0	0
утюг Bosch TDA 1024110	6	False	утюг Bosch TDA 1024110	1	1
KSI 17850 CF	2	False	KSI 17850 CF	1	1
Леран	1	True	leran	12	9
gardena	147	False	gardena	19	19
200093	16	False	200093	1	1
570 ginzzu	1	False	570 ginzzu	12	12
43UK6	3	False	43UK6	6	6
газовая плита 3 конфорки	2	False	газовая плита 3 конфорки	18	18
стиральная машина bosch	82	False	стиральная машина bosch	18	18
СН 1211 К17	2	False	СН 1211 К17	5	5
TCL	6	False	TCL	10	10
C17KS61N0	3	False	C17KS61N0	1	1
Panasonic TX-43DR300	1	False	Panasonic TX-43DR300	1	1
газовые панель gefest	5	False	газовые панель gefest	18	18
k515	2	False	k515	1	1
Встраиваемые холодильники Bosh	1	False	Встраиваемые холодильники Bosh	10	10
huawei p smart	23	False	huawei p smart	4	4
233845	9	False	233845	1	1
посудомоечная машина siemens	9	False	посудомоечная машина siemens	15	15
Масляный фильтр	1	False	Масляный фильтр	17	17
252123	3	False	252123	1	1
Холодильник бирюса	3	False	Холодильник бирюса	7	7
275447	14	False	275447	1	1
Холодильник Indesit ITF 120 X	4	False	Холодильник Indesit ITF 120 X	8	8
Nokia 6	5	False	Nokia 6	7	7
ЭЛЕКТРИЧЕСКАЯ ПЛИТА НАСТОЛЬНАЯ	7	False	ЭЛЕКТРИЧЕСКАЯ ПЛИТА НАСТОЛЬНАЯ	17	17
таблетки для чистки кофемашин крупс	1	True	таблетки для чистки кофемашин krups	3	0
263024	6	False	263024	1	1
Redmond RMC-M25	2	False	Redmond RMC-M25	2	2
холодильник с ноу фрост	1	True	холодильник с no frost	9	15
fh8b8ld6	1	False	fh8b8ld6	1	1
Утюг Tefal FV4961	2	True	утюг tefal fv 4961	1	1
FC6142/01	1	False	FC6142/01	1	1
272774	1	False	272774	1	1
fornelli	18	False	fornelli	14	14
2819	9	False	2819	2	2
 Дарина 1T18 BGM341 12 At	2	True	darina 1t18 bgm 341 12 at	1	2
Haier HW70-BP12758S	8	False	Haier HW70-BP12758S	0	0
HRG636XS7	2	False	HRG636XS7	1	1
atlant 50С101	8	False	atlant 50С101	0	0
wt45m260oe	1	False	wt45m260oe	1	1
257579	2	False	257579	1	1
газовая плита gefest 1200	2	False	газовая плита gefest 1200	6	6
кофемолка жерновая	11	False	кофемолка жерновая	10	10
модуль оперативной памяти	1	False	модуль оперативной памяти	10	10
Lego boost	1	False	Lego boost	0	0
Huawei Nova 3i	2	False	Huawei Nova 3i	0	0
вертикальный пылесос	145	False	вертикальный пылесос	17	17
276786	6	False	276786	0	0
швейные машины janome	97	False	швейные машины janome	16	16
Холодильник Бирюса 320NF	4	False	Холодильник Бирюса 320NF	0	0
телевизор lg 50uk6710	1	False	телевизор lg 50uk6710	0	0
Двухкамерный холодильник Liebherr GCv 4060-20 нерж. сталь	10	False	Двухкамерный холодильник Liebherr GCv 4060-20 нерж. сталь	1	1
260970	7	False	260970	1	1
116944	16	False	116944	1	1
KEENETIC Giga	1	False	KEENETIC Giga	1	1
GEFEST 6140-03	2	False	GEFEST 6140-03	2	2
186350	1	False	186350	0	0
Indesit DF 5200 S	9	False	Indesit DF 5200 S	1	1
4KB05EA	1	False	4KB05EA	0	0
решетка для духовки	15	False	решетка для духовки	20	20
0123830	3	False	0123830	1	1
мониторы	123	False	мониторы	19	19
266402	2	False	266402	1	1
228167	2	False	228167	1	1
Холодильники ATLANT	7	False	Холодильники ATLANT	19	19
Печи свч	15	False	Печи свч	18	18
робот мойщик окон	13	False	робот мойщик окон	8	8
Встраиваемый электрический духовой шкаф Hansa	8	False	Встраиваемый электрический духовой шкаф Hansa	18	18
электробритва philips	35	False	электробритва philips	19	19
минихолодильники со стеклянной дверью	1	False	минихолодильники со стеклянной дверью	0	0
Samsung 24H4070	6	False	Samsung 24H4070	1	1
Пылесосы	85	False	Пылесосы	19	19
LED-телевизор HAMBER 43HRP6508	4	False	LED-телевизор HAMBER 43HRP6508	0	0
188216	11	False	188216	1	1
hbf514bs0	1	False	hbf514bs0	0	0
петли	3	False	петли	1	1
ore	10	False	ore	10	10
Indesit EF 16	10	False	Indesit EF 16	0	0
Gorenje E 5121 WH	2	False	Gorenje E 5121 WH	1	1
lumax 2120	1	False	lumax 2120	1	1
вытяжка MAUNFELD	8	False	вытяжка MAUNFELD	18	18
FILTERO	14	False	FILTERO	13	13
GTW641INB	1	False	GTW641INB	0	0
SAMSUNG MS23F302TQS	2	False	SAMSUNG MS23F302TQS	0	0
HS 4180 W	5	False	HS 4180 W	7	7
bosch flexxo	1	False	bosch flexxo	0	0
греющий кабель	2	False	греющий кабель	19	19
gefest 3200-08	13	False	gefest 3200-08	3	3
kimbo	13	False	kimbo	12	12
бирюса 70	7	False	бирюса 70	5	5
233660	11	False	233660	1	1
Thermex Flat Plus	3	False	Thermex Flat Plus	1	1
лари морозильные	254	False	лари морозильные	19	19
Elica Filo IX/A/90	3	False	Elica Filo IX/A/90	1	1
FLAVIA BI 45 KAMAYA S	2	False	FLAVIA BI 45 KAMAYA S	0	0
Karcher	28	False	Karcher	14	14
массажер для шеи	3	False	массажер для шеи	18	18
электробритва	102	False	электробритва	19	19
Nord 403 012	2	False	Nord 403 012	6	6
FSM 67320 GSS	10	False	FSM 67320 GSS	0	0
холодильник норм серый	1	False	холодильник норм серый	0	0
морозильники	26	False	морозильники	19	19
увлажнитель ионизатор воздуха	58	False	увлажнитель ионизатор воздуха	16	16
Dyson	73	False	Dyson	14	14
кредит	4	False	кредит	7	7
352456	1	False	352456	0	0
лампочки	58	False	лампочки	18	18
Ballu BPAC-12 CE	1	False	Ballu BPAC-12 CE	0	0
сироп	4	False	сироп	8	8
 Варочная панель GEFEST СН 1210 К5	1	False	варочная панель gefest сн 1210 к5	0	0
Weissgauff TEL 06 2M	1	False	Weissgauff TEL 06 2M	3	3
ATLANT 2822-80	2	False	ATLANT 2822-80	1	1
iPhone	10	False	iPhone	15	15
xiomi	23	False	xiomi	17	17
Gefest 3200-08 К19	2	False	Gefest 3200-08 К19	3	3
atlant 6224	71	False	atlant 6224	0	0
газовые плиты gefest	60	False	газовые плиты gefest	18	18
liebherr ctn 5215	5	False	liebherr ctn 5215	0	0
шуруповерт интерскол	10	False	шуруповерт интерскол	18	18
гриль	165	False	гриль	19	19
Погружной блендер Braun MQ5137 BK	1	False	Погружной блендер Braun MQ5137 BK	0	0
РІРѕРґРѕРЅР°РіСЂРµРІР°С‚РµР»СЊ СЌР»РµРєС‚СЂРёС‡РµСЃРєРёР№ РЅР°РєРѕРїРёС‚РµР»СЊРЅС‹Р№	101	False	РІРѕРґРѕРЅР°РіСЂРµРІР°С‚РµР»СЊ СЌР»РµРєС‚СЂРёС‡РµСЃРєРёР№ РЅР°РєРѕРїРёС‚РµР»СЊРЅС‹Р№	19	19
Fujifilm FinePix XP120	1	False	Fujifilm FinePix XP120	0	0
smv25ax00r	3	False	smv25ax00r	1	1
сервиз	22	False	сервиз	15	15
254151	1	False	254151	1	1
kaiser электро плита	3	False	kaiser электро плита	9	9
коляска	39	False	коляска	19	19
sony kdl-40wd653	5	False	sony kdl-40wd653	0	0
apple watch 3	2	False	apple watch 3	9	9
PIF672FB1E	6	False	PIF672FB1E	1	1
Мясорубка Moulinex ME 6888 32	1	False	Мясорубка Moulinex ME 6888 32	1	1
Electrolux EHH96340XK	4	False	Electrolux EHH96340XK	0	0
Sharp	36	False	Sharp	15	15
630406	1	False	630406	1	1
С…РѕР»РѕРґРёР»СЊРЅРёРє РєРѕСЂРёС‡РЅРµРІС‹Р№	14	False	с…рѕр» рѕрґрёр» сњрѕрёрє рєрѕсђрёс‡рѕрµріс‹р№	2	0
168995	22	False	168995	1	1
lg 32lk6190	1	False	lg 32lk6190	1	1
Камины	22	False	Камины	19	19
Чайник электрический	25	False	Чайник электрический	19	19
MIDEA MH90C775 X	1	False	MIDEA MH90C775 X	0	0
FK 205.4 S	1	False	FK 205.4 S	0	0
beko холодильник no frost	93	False	beko холодильник no frost	17	17
172681	24	False	172681	1	1
роутер wifi	20	False	роутер wifi	11	11
Candy BWM4147PH6R/1	1	False	Candy BWM4147PH6R/1	1	1
камины электрический	66	False	камины электрический	19	19
настольные игры	7	False	настольные игры	20	20
GEFEST ДГЭ 62	2	False	GEFEST ДГЭ 62	16	16
Elica Hidden IX/A/90	1	False	Elica Hidden IX/A/90	0	0
bosch-wlg-20160	1	False	bosch-wlg-20160	1	1
синтезатор	38	False	синтезатор	1	1
стиральная машинка эл джи с сушкой	2	True	стиральная машинка lg с сушкой	9	9
258856	1	False	258856	0	0
 Bosch WTW 85461 OE	1	False	bosch wtw 85461 oe	0	0
Thomas	12	False	Thomas	16	16
ноутбук asus	43	False	ноутбук asus	18	18
шуруповерт	217	False	шуруповерт	19	19
tefal vc1451	2	False	tefal vc1451	0	0
Мясорубка Moulinex 660832	1	False	Мясорубка Moulinex 660832	1	1
 Elica	1	False	elica	8	8
Apple AirPods	11	False	Apple AirPods	0	0
Beko DCY 7402 GB5	1	False	Beko DCY 7402 GB5	0	0
kir41af20r	1	False	kir41af20r	1	1
233145	5	False	233145	1	1
стиральная машина автомат	19	False	стиральная машина автомат	17	17
дешевая микроволновая печь	1	False	дешевая микроволновая печь	0	0
Bosch WIS 28440 OE	9	False	Bosch WIS 28440 OE	0	0
dwk 67	2	False	dwk 67	10	10
кровати	13	False	кровати	16	16
brb260030ww	1	False	brb260030ww	0	0
205137	12	False	205137	1	1
nordland	70	False	nordland	14	14
РјРѕСЂРѕР·РёР»СЊРЅС‹Рµ РєР°РјРµСЂС‹	1	False	рјрѕсђрѕр·рёр» сњрѕс‹рµ рєр°рјрµсђс‹	20	0
тв антенна	165	False	тв антенна	18	18
Rondell	24	False	Rondell	17	17
176282	5	False	176282	1	1
компактные электропечи	2	False	компактные электропечи	3	3
планшеты	127	False	планшеты	19	19
Avex TR-450BCL	1	False	Avex TR-450BCL	0	0
х-к Mitsubishi MR-CR 46 G-PWH-R	1	False	х-к Mitsubishi MR-CR 46 G-PWH-R	0	0
Bosch KIN 86 VF 20 (R)	4	False	Bosch KIN 86 VF 20 (R)	11	11
49 SK 8500	2	False	49 SK 8500	4	4
air pods	17	False	air pods	1	1
LG F-2J6HS0W	2	False	LG F-2J6HS0W	0	0
154112	6	False	154112	1	1
электрический духовой шкаф kuppersberg	2	False	электрический духовой шкаф kuppersberg	9	9
rb34n5000sa	1	False	rb34n5000sa	0	0
Морозилка	22	False	Морозилка	19	19
6256	39	False	6256	3	3
bosch kgv39xw22r	3	False	bosch kgv39xw22r	1	1
Perfeo MARS	2	False	Perfeo MARS	0	0
SE-E7BT-H	1	False	SE-E7BT-H	0	0
vesa 200 x 200	12	False	vesa 200 x 200	19	19
Fh 0h3	1	False	Fh 0h3	10	10
219341	1	False	219341	0	0
Фильтр барьер	10	False	Фильтр барьер	19	19
129215	6	False	129215	0	0
1800	29	False	1800	11	11
0197701	2	False	0197701	1	1
МИКРОФОН	1	False	МИКРОФОН	11	11
температура: от 0 до	7	False	температура: от 0 до	19	19
атлант х 1401-100	5	True	atlant х 1401-100	0	0
Холодильник двухкамерный белое стекло	1	False	Холодильник двухкамерный белое стекло	7	7
pbuveyl	4	False	pbuveyl	20	20
роутер	74	False	роутер	16	16
188223	14	False	188223	1	1
4GZ28EA	1	False	4GZ28EA	0	0
beko rcnk310kc0s	2	False	beko rcnk310kc0s	1	1
електролюкс perfectcare 600	1	True	electrolux perfectcare 600	0	0
beko cs 328020	1	False	beko cs 328020	1	1
робот пылесос ilive	1	False	робот пылесос ilive	0	0
208683	2	False	208683	1	1
2006	4	False	2006	12	12
Bosh	32	False	Bosh	13	13
атлант сма 50 у 102	3	True	atlant сма 50 у 102	18	17
Hotpoint-Ariston VMSG 601 B	20	False	Hotpoint-Ariston VMSG 601 B	0	0
Ascoli ACDG 415	3	False	Ascoli ACDG 415	1	1
BEKO RFNK290E23W	1	False	BEKO RFNK290E23W	1	1
EWT 0862 IFW	13	False	EWT 0862 IFW	1	1
пароочиститель	175	False	пароочиститель	18	18
269836	2	False	269836	1	1
ECS 603 C	3	False	ECS 603 C	10	10
Морозильный шкаф Бирюса Б-14	2	False	Морозильный шкаф Бирюса Б-14	0	0
256125	16	False	256125	1	1
263557	49	False	263557	1	1
samsung anti-tangle vc-18m21	1	False	samsung anti-tangle vc-18m21	0	0
634	3	False	634	10	10
шинковка для овощей	2	False	шинковка для овощей	5	5
варочная панель электрическая bosch	11	False	варочная панель электрическая bosch	17	17
270895	33	False	270895	1	1
LG 49SK8000PLB	2	False	LG 49SK8000PLB	0	0
269723	26	False	269723	1	1
apple	113	False	apple	12	12
90NR00G1-M04830	1	False	90NR00G1-M04830	0	0
цифровой диктофон	16	False	цифровой диктофон	6	6
Zigmund Shtain CNS 259.60 BX	1	False	Zigmund Shtain CNS 259.60 BX	1	1
триммер	90	False	триммер	20	20
Шланги садовые	2	False	Шланги садовые	20	20
0208117	1	False	0208117	1	1
РІС‹С‚СЏР¶РєР° 90 СЃРј	16	False	РІС‹С‚СЏР¶РєР° 90 СЃРј	18	18
207249	5	False	207249	1	1
atlant 4214	48	False	atlant 4214	1	1
холодильник саратов	18	False	холодильник саратов	10	10
колонка lg	5	False	колонка lg	17	17
gorenje k52cli	2	False	gorenje k52cli	0	0
Бирюса M120	2	True	бирюса m 120	0	5
Gorenje NRK6192CRD4	1	False	Gorenje NRK6192CRD4	1	1
2D1040-07	2	True	2d 1040-07	1	1
РњРћР‘РР›Р¬РќР«Р•  РўР•Р›Р•Р¤РћРќР«	6	False	рњрћр ‘рр›р¬рќр «р• рўр•р›р•р¤рћрќр«	15	0
6024 031	5	False	6024 031	10	10
горелки	2	False	горелки	20	20
фильтр для холодильника	2	False	фильтр для холодильника	20	20
X box	3	False	X box	10	10
4501	7	False	4501	4	4
263049	15	False	263049	1	1
нижнекамск магазин центр морозильник цузуки цена	2	False	нижнекамск магазин центр морозильник цузуки цена	0	0
утюг philips 4887	2	False	утюг philips 4887	0	0
Швейные машинки	9	False	Швейные машинки	2	2
240764	2	False	240764	1	1
maktec	1	False	maktec	0	0
компьютеры	6	False	компьютеры	14	14
thn 202 s	1	False	thn 202 s	10	10
стир	8	False	стир	20	20
237749	6	False	237749	1	1
Candy	68	False	Candy	15	15
Кронштейн	63	False	Кронштейн	16	16
HU4102	3	False	HU4102	0	0
ьз-610	1	True	mp-610	2	0
Tescoma PRESTO	24	False	Tescoma PRESTO	18	18
0223016	1	False	0223016	1	1
варочные панели	186	False	варочные панели	19	19
телефон флай	2	True	телефон fly	0	19
TCM800E	2	False	TCM800E	0	0
Беспроводное зарядное устройство HUAWEI	1	False	Беспроводное зарядное устройство HUAWEI	0	0
газовая варочная панель gefest	22	False	газовая варочная панель gefest	18	18
 Beko WRS 45P1 BWW	2	False	beko wrs 45p1 bww	1	1
набор посуды	60	False	набор посуды	19	19
дозатор жидкого мыла автоматический	1	False	дозатор жидкого мыла автоматический	0	0
Холодильник LG GA-B499YECZ	1	False	Холодильник LG GA-B499YECZ	1	1
263051	87	False	263051	1	1
Комбинированная плита Electrolux EKK 96498 CW	1	False	Комбинированная плита Electrolux EKK 96498 CW	1	1
фильтр lg	1	False	фильтр lg	15	15
282868	1	False	282868	1	1
Холодильник бытовой Атлант МХМ 2835-00	1	True	холодильник бытовой atlant мхм 2835-00	0	0
255621	2	False	255621	1	1
подключение стиральной машины	8	False	подключение стиральной машины	7	7
atlant 4623	44	False	atlant 4623	1	1
Встраиваемая микроволновая печь Bosch BFL	1	False	Встраиваемая микроволновая печь Bosch BFL	3	3
FC6172	1	False	FC6172	0	0
брита гб	2	False	брита гб	0	0
MO 17 MW UR	1	False	MO 17 MW UR	10	10
270900	11	False	270900	1	1
278307	3	False	278307	1	1
Цифровой тюнер D-COLOR DC1301HD	2	False	Цифровой тюнер D-COLOR DC1301HD	1	1
Стиральная машина Узкая Indesit IWSD 5085 (CIS)	1	False	Стиральная машина Узкая Indesit IWSD 5085 (CIS)	0	0
лобзик	67	False	лобзик	18	18
Gorenje GO 778 X	1	False	Gorenje GO 778 X	13	13
EHU - 3710 D	1	False	EHU - 3710 D	1	1
SPV25DX10R	12	False	SPV25DX10R	1	1
рыбалка	1	False	рыбалка	0	0
смеситель для душа	2	False	смеситель для душа	8	8
Beko HII 63500	2	False	Beko HII 63500	0	0
LG 49 SJ 810 V	1	False	LG 49 SJ 810 V	10	10
ELECTROLUX EWT 1262 ISW	1	False	ELECTROLUX EWT 1262 ISW	0	0
Газовая плита DARINA 1D1 GM241 022 W	1	False	Газовая плита DARINA 1D1 GM241 022 W	1	1
СЃРјРµСЃРёС‚РµР»СЊ РєСѓС…РѕРЅРЅС‹Р№	37	False	сѓрјрµсѓрёс‚рµр» сњ рєсѓс…рѕрѕрѕс‹р№	20	0
187035	35	False	187035	1	1
ENDEVER AQUARELLE-307	1	False	ENDEVER AQUARELLE-307	0	0
230518	10	False	230518	1	1
Холодильник lg ga-b499yeqz	2	False	Холодильник lg ga-b499yeqz	1	1
146729	1	False	146729	0	0
251807	5	False	251807	0	0
насос погружной дренажный	21	False	насос погружной дренажный	19	19
JACKY'S JR FHB2000	1	False	JACKY'S JR FHB2000	1	1
ломтерезка бош	1	True	ломтерезка bosch	7	0
bwsa50151	1	False	bwsa50151	0	0
Kuppersberg	82	False	Kuppersberg	10	10
Электробритва	28	False	Электробритва	19	19
Hotpoint-Ariston HF 5200	2	False	Hotpoint-Ariston HF 5200	0	0
LCD Телевизор Sony KDL-32WD603	1	False	LCD Телевизор Sony KDL-32WD603	0	0
Reex	9	False	Reex	18	18
logitech	12	False	logitech	16	16
Hotpoint-Ariston FA2 841 JH IX HA	1	False	Hotpoint-Ariston FA2 841 JH IX HA	8	8
LG MH6535	1	False	LG MH6535	0	0
Pozis ХФ-250	4	False	Pozis ХФ-250	0	0
Samsung SC4326	1	True	samsung sc 4326	2	1
вертикальная загрузка стиральная машина	3	False	вертикальная загрузка стиральная машина	18	18
телефон хонор 8 х	1	True	телефон honor 8 х	6	7
Хлебопечь	53	False	Хлебопечь	18	18
холодильники indesit	66	False	холодильники indesit	19	19
ручная мясорубка-овощерезка	1	False	ручная мясорубка-овощерезка	0	0
звонок	14	False	звонок	18	18
Холодильник Miele KFN29132D ws	1	False	Холодильник Miele KFN29132D ws	0	0
Телевизоры c поддержкой 3d	1	False	Телевизоры c поддержкой 3d	0	0
морозильник LG	1	False	морозильник LG	19	19
газовая плита gefest	199	False	газовая плита gefest	19	19
аккумулятор	62	False	аккумулятор	18	18
Выпрямитель для волос SCARLETT	1	False	Выпрямитель для волос SCARLETT	2	2
позис	42	False	позис	17	17
Увлажнители	10	False	Увлажнители	19	19
atlant 4708	34	False	atlant 4708	0	0
Телевизоры xiaomi	1	False	Телевизоры xiaomi	0	0
подставка под вок	8	False	подставка под вок	14	14
бассейн	61	False	бассейн	16	16
электрический духовой шкаф	16	False	электрический духовой шкаф	19	19
UE 65  Q 6 f	1	False	ue 65 q 6 f	10	10
229704	1	False	229704	1	1
xiaomi vacuum cleaner	1	False	xiaomi vacuum cleaner	0	0
222207	2	False	222207	1	1
indent itf118x	1	False	indent itf118x	0	0
саратов 154	7	False	саратов 154	5	5
Electrolux ESL4562	3	False	Electrolux ESL4562	0	0
SAMSUNG RB37K6220EF	1	False	SAMSUNG RB37K6220EF	1	1
Накопительный водонагреватель Gorenje FTG 80 SM B6	1	True	накопительный водонагреватель gorenje ftg 80 smb6	1	1
0271321	2	False	0271321	1	1
перфоратор	54	False	перфоратор	19	19
тарталетница	4	False	тарталетница	0	0
электрическая плита gefest	7	False	электрическая плита gefest	17	17
189762	2	False	189762	0	0
встроенная техника для кухни	5	False	встроенная техника для кухни	20	20
Пылесос с контейнером для пыли Philips FC8673	1	False	Пылесос с контейнером для пыли Philips FC8673	0	0
cvtu	1	False	cvtu	0	0
сковорода wall	1	False	сковорода wall	0	0
F6U17AE	1	False	F6U17AE	4	4
уголь	9	False	уголь	17	17
телевизор жк	30	False	телевизор жк	18	18
Bosch HKA090150	3	False	Bosch HKA090150	0	0
KG56NHI20R	4	False	KG56NHI20R	0	0
KITFORT КТ-712	1	False	KITFORT КТ-712	0	0
ww65j42	3	False	ww65j42	2	2
HILG 64222 SBR	2	False	HILG 64222 SBR	0	0
Удлинитель на катушке	1	False	Удлинитель на катушке	5	5
wl 020 l	1	False	wl 020 l	10	10
однокамерный холодильник без морозильной камеры	12	True	однокамерный холодильник blue морозильной камеры	1	0
DA82IL	4	False	DA82IL	1	1
Планетарный миксер	22	False	Планетарный миксер	18	18
217359	11	False	217359	1	1
ELECTROLUX EOB93311AX	2	False	ELECTROLUX EOB93311AX	1	1
GC-B247JMUV	3	False	GC-B247JMUV	1	1
электрический чайник	54	False	электрический чайник	19	19
Настольная духовка	3	False	Настольная духовка	5	5
264700	14	False	264700	1	1
Zigmund & Shtain	15	False	Zigmund & Shtain	17	17
принтер лазер	95	False	принтер лазер	19	19
EF 16	1	False	EF 16	10	10
bosch smv	31	False	bosch smv	11	11
215987	4	False	215987	1	1
shure	4	False	shure	0	0
Сковорода таллер	3	False	Сковорода таллер	0	0
wat20441oe	5	False	wat20441oe	1	1
шторы	5	False	шторы	20	20
пирометр	15	False	пирометр	3	3
225941	8	False	225941	1	1
ZIM 4757 EV	3	False	ZIM 4757 EV	0	0
Gefest 5100-04 0002 (5100-04 С)	3	False	Gefest 5100-04 0002 (5100-04 С)	0	0
дозатор для жидкого моющего средства	34	False	дозатор для жидкого моющего средства	15	15
0169263	1	False	0169263	1	1
ballu	74	False	ballu	16	16
паяльник	14	False	паяльник	0	0
кулер hotfrost	1	False	кулер hotfrost	20	20
helper	1	False	helper	20	20
GT641ZB	1	False	GT641ZB	1	1
ломтерезки	20	False	ломтерезки	5	5
Pozis RK FNF 172	1	False	Pozis RK FNF 172	16	16
стиральная машина lg f1096td3	1	False	стиральная машина lg f1096td3	1	1
Electrolux EHU-3810D	1	False	Electrolux EHU-3810D	3	3
50  108	4	False	50 108	10	10
F1495BDS7	2	False	F1495BDS7	0	0
Морозильная камера  Samsung rz32m7110sa	1	False	морозильная камера samsung rz32m7110sa	1	1
 Galaxy A7	1	False	galaxy a7	9	9
BM-1310	1	False	BM-1310	1	1
xbox one s	20	False	xbox one s	9	9
Haier HF-82WAA	3	False	Haier HF-82WAA	1	1
внешние жесткие диски hdd	9	False	внешние жесткие диски hdd	19	19
DIS26021	2	False	DIS26021	0	0
hitachi	67	False	hitachi	10	10
GA 499YLUZ	1	False	GA 499YLUZ	0	0
плойка	19	False	плойка	19	19
hp m254dw	13	False	hp m254dw	1	1
,K’YLJH GFHJDFHRF	1	True	k’ yljh пароварка	0	0
197701	10	False	197701	1	1
холодильник двухкамерный ширина 50	17	False	холодильник двухкамерный ширина 50	19	19
водонагреватель накопительный	46	False	водонагреватель накопительный	19	19
маникюрный набор	13	False	маникюрный набор	19	19
pico barista	1	False	pico barista	0	0
first	45	False	first	11	11
генератор инверторный	9	False	генератор инверторный	17	17
atlant 4710	28	False	atlant 4710	1	1
Gs-10	1	False	Gs-10	20	20
Hazier	1	False	Hazier	0	0
F10A8HDS	2	False	F10A8HDS	0	0
Indesit IWSD 6105	1	False	Indesit IWSD 6105	0	0
Gorenje	75	False	Gorenje	13	13
DF 156 WAP	3	False	DF 156 WAP	10	10
bosh kgv 33x25	1	False	bosh kgv 33x25	1	1
TEFAL	1	False	TEFAL	18	18
Ноутбук ASUS TUF Gaming FX504GE-E4106T	1	False	Ноутбук ASUS TUF Gaming FX504GE-E4106T	0	0
Ardo TL 128 LW	4	False	Ardo TL 128 LW	10	10
пылесос scarlett	2	False	пылесос scarlett	1	1
Сушильная машина	42	False	Сушильная машина	18	18
kgnp39ij3ar	1	False	kgnp39ij3ar	0	0
korting okb 760 fw	2	False	korting okb 760 fw	9	9
4424-049	9	False	4424-049	1	1
алмаг-1	1	False	алмаг-1	0	0
духовой шкаф korting	23	False	духовой шкаф korting	15	15
243405	31	False	243405	1	1
  Thermex Gift 10-U	1	False	thermex gift 10-u	0	0
213976	1	False	213976	1	1
соединительный элемент для сушильных машин	9	False	соединительный элемент для сушильных машин	8	8
фильтр для воды аквафор	24	False	фильтр для воды аквафор	17	17
180570	15	False	180570	1	1
194843	14	False	194843	1	1
187822	17	False	187822	1	1
lkz pfgecrf	1	False	lkz pfgecrf	0	0
Машинка для стрижки волос MOSER 1661-0460 TrendCut Li	1	False	Машинка для стрижки волос MOSER 1661-0460 TrendCut Li	0	0
101508	23	False	101508	0	0
Мышь	2	False	Мышь	18	18
160924	1	False	160924	1	1
V-protector Vp-16AS	1	False	V-protector Vp-16AS	0	0
картина	6	False	картина	7	7
u24	2	False	u24	10	10
лампа для сушки ногтей	2	False	лампа для сушки ногтей	0	0
hbg578fs0r	4	False	hbg578fs0r	1	1
генератор	82	False	генератор	19	19
