probability	fixed_query	eng_words	generated_translit	source
44	наполнители для туалетов cats best	plan sterilized adult	план стерилизед адулт	other
55	крысы	crisps	криспс	other
55	крысы	crispy	криспи	other
55	крысы	citrus	китрус	other
52	корм для хорьков	loro parque mix	лоро паркве мих	other
52	корм для хорьков	loro parque	лоро паркве	other
30	консервы almo nature legend 75 мяса для кошек с тунцом и кальмарами(70 г)	intestinal moderate calorie	интестинал модерате калорие	other
47	консервированный корм для котят	royal canin adult	роял канин адулт	other
80	килти	kitty	китти	brand
80	килти	healthy	хилти	other
60	доброзверики	recovery	рековери	other
60	доброзверики	recovery	ресовери	other
53	для жесткошерстных	best adult chicken	бест адулт чикен	other
60	деревянная	diet renal	диет ренал	other
56	Шампунь для хорьков	control shampoo	контрол шампу	other
60	Шампунь для котят	control shampoo	контрол шампу	other
60	ХОРЬКИ	orka	орка	other
60	ХОРЬКИ	pork	порк	other
73	Страус	sauce	саусе	other
51	Средство от глистов для кошек	protection sensitive digestion	протектион сенситиве дигестион	other
54	Переноска для собак	plan adult perfect	план адулт перфект	other
54	Переноска для собак	dog supreme toscana	дог супрем тоскана	other
52	Наполнитель кузя	cuni nature	куни натуре	other
53	Наполнитель зооник	prolife holistic	пролифе холистик	brand
40	Наполнитель Dr.Elsey	pro plan kitten	про план киттен	other
40	Наполнитель Dr.Elsey	montmorillonite	монтмориллоните	other
55	Миска на подставке	canin digestive	канин дигестиве	other
52	Лакомства для шенков	total cover	тотал ковер	other
52	Лакомства для шенков	naturcroq adult active	натуркрок адулт активе	other
55	Крысы	crisps	криспс	other
55	Крысы	crispy	криспи	other
55	Крысы	citrus	китрус	other
60	Корм йорк	care junior	каре йуниор	other
16	Корм Purina Pro Plan Veterinary Diets (UR) Urinary	cichorium intybus	кичориум интибус	other
60	Доброзверики	recovery	рековери	other
60	Доброзверики	recovery	ресовери	other
57	Для стерилизованных собак	chow adult sterilised	чов адульт стерилизед	other
57	Для стерилизованных собак	plan sterilized adult	план стерилизед адулт	other
62	Дирофен	professional	профешнал	other
62	Дирофен	dogman	догмен	brand
62	Дирофен	diet renal	дит ренал	other
73	Диронет	diet	диет	brand
44	Бычье	bosch	босч	brand
44	Бычье	bent	бент	brand
44	Бычье	best	бест	brand
44	Бычье	beef	бееф	other
29	royal canin для собак urinary	pro plan optibalance	про план оптибаланке	other
29	royal canin для собак urinary	pro plan optiblance	про план оптибланке	other
29	royal canin для собак urinary	adult balance	адулт баланке	other
24	royal canin satiety weight	happy dog	[tggb lju	brand
29	royal canin ageing 12	happy dog	['ggb lju	brand
17	pro plan nf renal function veterinary diets	acana	frfyf	brand
16	kitten instinctive	cat chow	cат чов	brand
23	happy cat indoor	royal canin	hjzk rfyby	brand
20	green	acana	frfyf	brand
22	denta stix	happy dog	[tggb lju	brand
22	acana breed	cat chow	cат чов	brand
17	Satiety	acana	frfyf	brand
21	Royal Canin British Shorthair	royal canin	hjzk rfyby	brand
19	Purina Pro Plan Veterinary Diets (NF)	happy dog	[tggb lju	brand
23	NF Renal Function	happy dog	[tggb lju	brand
23	NF Renal Function	happy dog	['ggb lju	brand
18	NESTOR	acana	frfyf	brand
35	Hills metabolic	happy dog	[tggb lju	brand
15	Happy Cat Supreme Fit&Well Adult Sterilised	happy dog	[tggb lju	brand
33	Bolfo	happy dog	['ggb lju	brand
48	Acana для кошек	dual action	дуал акшен	other
48	Acana для кошек	pet dual action	пет дуал акшен	other
67	крыса	crab	краб	other
19	hill's prescription diet metabolic	happy dog	[tggb lju	brand
67	цистит	titbit	титбит	brand
67	фитэкс	felix	феликс	brand
67	фитэкс	fit	фит	other
67	фитэкс	sphynx	сфинкс	other
53	ухо говя	dog chow	дог чов	brand
58	утка с морковью	orka stick	орка стик	other
60	угловой	low	лов	other
50	сухой корм для котят	indoor adult cat	индоор адулт кат	other
93	струвиты	struvit	струвит	other
65	спрей приучение	supreme piemonte	супреме пиемонте	other
73	соломка	solo	соло	other
71	свинка	cat jcean	кат жсин	other
49	при мочекаменной болезни корм у кошек	easy croc medium	еази крок медиум	other
60	пелёнки	pene	пен	other
67	нога	omega	омега	other
38	наполнитель fresh step	pro plan kitten	про план киттен	other
38	наполнитель fresh step	montmorillonite	монтмориллоните	other
67	мощный	mon	мон	other
62	молоко	small croc	смолл крок	other
100	мальт-паста	malt	мальт	other
59	ликвидатор	cat for	кат фор	other
59	лежанки для кошек	clean total cover	клеан тотал ковер	other
64	лапки кур	colour flakes	колоур флакес	other
61	кормушка собак	orka stick	орка стик	other
73	колесов	coco	косо	other
57	гельмимакс 4	milbemax	милбемакс	brand
55	гельмимакс 20	milbemax	милбемакс	brand
75	боль	ball	болл	other
60	Тонн	catzone	катзон	brand
60	Тонн	tennis	теннис	other
60	Тонн	strong	стронг	other
31	Суфле best dinner	flexi new	флехи нев	other
31	Суфле best dinner	sauce with	саусе вит	other
60	Сумка	yucca	йукка	other
60	Сумка	small	смалл	other
60	Сумка	smart	смарт	other
60	Стоп-Цистит	optistart	оптистарт	other
24	Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг	lactobacillus acidophilus enterococcus	лактобакиллус акидофилус энтерококкус	other
24	Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг	monge dog monoproteico	монге дог монопротеисо	other
24	Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг	padovan grandmix coniglietti	падован грандмих кониглиетти	other
75	Плот	spot	спот	other
67	Пелёнка	perna	перна	other
29	Паучи Royal Canin Senior Consult Stage 1 WET для кошек старше 7 лет, не имеющих признаков старения	padovan grandmix coniglietti	падован грандмих кониглиетти	other
51	Паста для выведения	versele laga cuni	версел лага куни	other
51	Ликвидатор запаха	fiory pappagallini	фиори паппагаллини	other
16	Корм Purina Pro Plan Veterinary Diets (EN) Gastroi	cichorium intybus	кичориум интибус	other
38	Комкующийся наполнитель earth pet	compact natural	компакт натурал	other
38	Комкующийся наполнитель earth pet	naturalmix cocorite	натуральмикс кокорит	other
67	Для ушей	dilution	дилушен	other
63	Гельмимакс	milbemax	милбемакс	brand
58	БАРС СПРЕЙ ДЛЯ СОБАК	dog supreme africa	дог супреме африса	other
73	Алезан	clean	клеан	brand
73	Алезан	clean	цлеан	brand
78	Адвантейдж	advanced	адванкед	other
59	АСД АНТИСЕПТИК	canin hepatic	канин хепатик	other
59	АСД АНТИСЕПТИК	large athletic	лардж азлетик	other
59	АСД АНТИСЕПТИК	large athletic	ларге атлетик	other
27	struvit	happy dog	[tggb lju	brand
43	royal конин для кострированых котов сухой корм	adult top condition	адулт топ кондитион	other
27	royal canin+ dog	happy dog	['ggb lju	brand
49	royal canin для сфинксов	sphynx adult	сфинкс адульт	other
15	royal canin convalescence support	happy dog	[tggb lju	brand
15	royal canin convalescence support	happy dog	['ggb lju	brand
15	royal canin convalescence support	prac-tic	праc-тиc	brand
25	rolife Holistic Senior	royal canin	hjzk rfyby	brand
19	purina pro plan veterinary diets (ha)	happy dog	[tggb lju	brand
38	purina om для собак	adult balance	адулт баланке	other
43	pro plan кролик	easy croc	изи крок	other
33	monge duck	happy dog	[tggb lju	brand
33	metabolic hill's	happy dog	[tggb lju	brand
31	hill's science plan для пожилых собак	prolife holistic adult	пролифе холистик адулт	other
31	hill's science plan для пожилых собак	optiblance large adult	оптибланке ларге адулт	other
42	happy dog новая зеландия	dog mini neuseeland	дож мини неузееланд	other
48	happy dog мелких пород	oro mix	оро мих	other
27	happy dog profi-line	royal canin	hjzk rfyby	brand
43	fruttycat	acana	frfyf	brand
43	farmina для котят	dental knot	дентал кнот	other
22	farmina vet life hypoallergenic	acana	frfyf	brand
17	ente	happy dog	[tggb lju	brand
24	duo active	happy dog	['ggb lju	brand
24	duo active	cat chow	cат чов	brand
22	Vet Hepatic	cat chow	cат чов	brand
30	Tetra Flakes	happy dog	[tggb lju	brand
27	Shuttle	happy dog	[tggb lju	brand
22	Royal Canin Persian Kitten	royal canin	hjzk rfyby	brand
19	Royal Canin Maxi Adult	royal canin	hjzk rfyby	brand
20	Royal Canin Hypoallergenic DR21	royal canin	hjzk rfyby	brand
18	Royal Canin British Shorthair Adult	royal canin	hjzk rfyby	brand
38	Purina om для собак	adult balance	адулт баланке	other
25	Purina ha diet	royal canin	hjzk rfyby	brand
22	Prolife Holistic Giant Chicken & Rice	royal canin	hjzk rfyby	brand
29	Pro Plan Light	happy dog	['ggb lju	brand
26	PROLIFE Puppy Sensitive	happy dog	[tggb lju	brand
30	Nature's Best	happy dog	['ggb lju	brand
33	Nature best	happy dog	['ggb lju	brand
12	NEUSEELAND	happy dog	['ggb lju	brand
25	N1 CRYSTALS	acana	frfyf	brand
24	MAXI PUPPY	happy dog	['ggb lju	brand
36	Happy cat утка	free adult cat	фре адульт кат	other
36	Happy cat утка	free adult cat	фрее адулт кат	other
33	Foresto	acana	frfyf	brand
20	ChappI	cats	cатс	brand
25	Cats best	happy dog	['ggb lju	brand
18	Advance	cats	cатс	brand
55	пеленки для животных	flexi giant	флекси джиант	other
56	черепашки	parakeet	пейрейкит	other
100	фронтлайн для кошек	frontline	фронтлайн	other
53	уши кроличьи	junior coniglietti	джуниор кониглитти	other
53	уши кроличьи	junior coniglietti	йуниор кониглиетти	other
53	уши кроличьи	crayfish	краифиш	other
53	уход за шерстью	duo malt paste	дуо мальт пейст	other
53	туалеты для собак	adult athletic	адулт атлетик	other
53	туалеты для собак	natural adult	натурал адулт	other
46	сухой корм для крупных кошек	zoom deluxe	зоом делухе	other
62	сумка-переноска	supreme toscana	супрем тоскана	other
59	силикагель	excel	экскель	other
75	просо	pro	про	other
48	подушечки для выведения шерсти	pro plan veterinary	про план ветеринейри	other
26	паучи pro plan sterilised	puppy all breed	пуппи ол брид	other
24	паучи hill's prescription diet c/d	purina pro plan vet diets	пурина про план вет диетс	brand
44	паста для выведения шерсти у кошек gim	prestige versele laga	престиге верселе лага	brand
47	паста для выведения шерсти у кошек	prestige versele laga	престиге верселе лага	brand
52	от погрызов	parrots loro	парротс лоро	other
53	нора меховая	oro mix	оро мих	other
53	нора меховая	oatmeal	оатмеал	other
53	нора меховая	monitor	монитор	other
53	нора меховая	montana	монтана	other
58	неразлучники	naturalmix	нейчуралмикс	other
49	наполнитель №1 силикагель	well adult sterilised	велл адулт стерилисед	other
55	миски для собак	loro parque mix	лоро парк микс	other
62	медальон	malt	мальт	other
80	масти	tasty	тасти	other
80	масти	maxi	макси	other
49	лосьон для ушей собак	sauce with salmon	саусе вит салмон	other
60	лосьон	coco	косо	other
60	лосьон	loro	лоро	other
60	лосьон	long	лонг	other
59	лежак капучино	canin hepatic	канин хепатик	other
67	крем Алезан	balance	баланке	other
67	крем Алезан	clean premium	клеан премиум	other
44	корм для собак royal для стер	dog naturcroq senior	дог натуркрок сениор	other
44	корм для собак royal для стер	lobster	лобстер	other
44	корм для собак royal для стер	dog baby starter	дог баби стартер	other
26	корм для собак monge speciality hypoallergenic	care adult small	каре адулт смалл	other
26	корм для собак monge speciality hypoallergenic	naturcroq adult balance	натуркрок адулт баланке	other
26	корм для собак monge speciality hypoallergenic	optibalance medium adult	оптибаланк медиум адульт	other
26	корм для собак monge speciality hypoallergenic	optibalance medium adult	оптибаланке медиум адулт	other
26	корм для собак monge speciality hypoallergenic	optibalance large adult	оптибаланке ларге адулт	other
56	корм для раков	loro parque	лоро паркве	other
47	корм для водных черепах	tetra goldfish colour	тетра голдфиш колоур	other
21	корм happy dog naturcroq senior	gourmet mon petit	гоурмет мон петит	other
21	корм happy dog naturcroq senior	country all breeds	коунтри ол бридс	other
21	корм happy dog naturcroq senior	complet all breeds	комплет ол бридс	other
21	корм happy dog naturcroq senior	dental knot color	дентал кнот колор	other
21	корм happy dog naturcroq senior	cichorium intybus	кичориум интибус	other
21	корм happy dog naturcroq senior	cichorium	кичориум	other
67	колтунорез	color	колор	other
80	клубок	club	клуб	brand
60	кальций	cats	кац	brand
57	игрушка утка	orka stick	орка стик	other
48	игрушка удочка	padovan biogrit	падован биогрит	other
80	декта	denta	дента	other
75	гриб	green	грин	other
75	горох	oro	оро	other
59	водоросли	odorblock	одорблок	other
67	ветелакт	cat vet	кат вет	other
67	ветелакт	light weight	лайт веайт	other
56	башмачок	baby maxi	баби макси	other
56	башмачок	maxi baby	макси баби	other
54	барс для котят	dog all breeds	дог ол бридс	other
71	бабочка	babycat	бабикат	other
55	антигельминтик для котят	canin mini adult	канин мини адулт	other
50	ЭКС-7,5	hsd	эйч эс ди	other
50	ЭКС-7,5	spp	эс пи пи	other
57	Шампунь луговой	control shampoo	контрол шампу	other
50	Цепь	step	степ	brand
50	Цепь	step	штеп	brand
50	Цепь	shape	шейп	other
62	ФИЛЬТРЫ	ultra	ультра	other
60	Счастливые лапки	sensitive lamb	сенситиве ламб	other
59	Силикагель	excel	экскель	other
54	Рыбка петухов	sheba appetito	шеба аппетито	other
43	Рулетка GIANT М	multipack	мултипак	other
24	Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг	lactobacillus acidophilus enterococcus	лактобакиллус акидофилус энтерококкус	other
24	Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг	monge dog monoproteico	монге дог монопротеисо	other
24	Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг	padovan grandmix coniglietti	падован грандмих кониглиетти	other
37	Паучи Royal Canin Renal для кошек при ХПН с курицей(85 г)	plan nutrisavour delicate	план нутризейвоур деликейт	other
31	Паучи Royal Canin Renal для кошек при ХПН с говядиной(85 г)	purina pro plan vet diets	пурина про план вет диетс	brand
30	Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти	intestinal moderate calorie	интестинал модерате калорие	other
30	Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти	prestige versele laga	престидже верселе лага	brand
30	Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти	prestige versele laga	престиге верселе лага	brand
30	Паучи Royal Canin Instinctive  7 (в соусе) для взрослых кошек старше 7 лет(85 г)	canin starter mousse	канин стартер моуссе	other
71	Пакеты	pet park	пет парк	brand
71	Пакеты	parakeet	паракеет	other
71	Пакеты	park pet	парк пет	other
57	Отучение гадить	terrier adult	терриер адулт	other
67	Оскар	care	каре	other
67	Оскар	carte	карт	other
67	Оскар	orka	орка	other
67	Оскар	toscana	тоскана	other
46	Новогодний набор 3 1	dog mini senior	дог мини сениор	other
64	Наша марка гипоаллергенный	hypoallergenic shampoo	хипоаллергеник шампоо	other
53	Лоток для кошки	adult top condition	адульт топ кондишен	other
53	Лоток для кошки	adult top condition	адулт топ кондитион	other
39	Лакомство Titbit для собак. Легкое говяжье XL	goldfish colour flakes	голдфиш колоур флейкес	other
42	Лакомство Beaphar Vit Bits с мультивитаминной пастой для кошек	multivitamin mineral complete	мултивитамин минерал комплете	other
39	Крем-суп для кошек "Edel Cat", с лососем	dog supreme piemonte	дог супреме пиемонте	other
39	Крем-суп для кошек "Edel Cat", с лососем	dog premium flockenmixer	дог премиум флокенмиксер	other
54	Кормушка для рыб	orka flyer	орка флиер	other
67	Кормовые	remover	ремовер	other
49	Корм для кошек крупных пород	oro mix coco	оро микс коко	other
49	Корм для кошек крупных пород	pro plan delicate	про план деликейт	other
44	Корм Wahre	cichorium	кичориум	other
28	Корм Royal Canin Hair & Skin Care для взрослых кошек	goldfish colour flakes	голдфиш колоур флейкес	other
28	Корм Royal Canin Hair & Skin Care для взрослых кошек	goldfish colour flakes	голдфиш колоур флакес	other
21	Корм Royal Canin Hair & Skin Care	dental knot color	дентал кнот колор	other
21	Корм Royal Canin Hair & Skin Care	cichorium intybus	кичориум интибус	other
21	Корм Royal Canin Hair & Skin Care	cichorium	кичориум	other
26	Корм Royal Canin Gastro Intestinal Moderate Calorie для кошек при нарушеиях ЖКТ	yorkshire terrier adult	йоркшаир террир адульт	other
26	Корм Royal Canin Gastro Intestinal Moderate Calorie для кошек при нарушеиях ЖКТ	yorkshire terrier adult	йоркшире терриер адулт	other
35	Корм Royal Canin Ageing 12+ для стареющих кошек старше 12 лет (2 кг)	petstages orka tire	петстагес орка тире	other
35	Корм Royal Canin Ageing 12  для стареющих кошек старше 12 лет (2 кг)	petstages orka tire	петстагес орка тире	other
18	Корм Purina Pro Plan Veterinary Diets (DM) Diabetes Management для кошек	dog naturcroq adult	дог нейтуркрок адульт	other
18	Корм Purina Pro Plan Veterinary Diets (DM) Diabetes Management для кошек	dog naturcroq adult	дог натуркрок адулт	other
18	Корм Purina Pro Plan Veterinary Diets (DM) Diabetes Management для кошек	naturcroq adult lamb	натуркрок адулт ламб	other
26	Корм Monge Speciality Line Lamb Adult для взрослых собак всех пород с ягненком, рисом и картофелем	golosi indoor sterilizzati	голоси индоор стерилиззати	other
17	Корм Hill's Science Plan Mature Adult 7+ Tuna	cichorium intybus	кичориум интибус	other
25	Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	optimal care tuna	оптимал каре туна	other
25	Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	elsey s	элсей с	brand
25	Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	optimal care tuna	оптималь кар туна	other
25	Корм Hill's Science Plan Mature Adult 7  Tuna для пожилых кошек с тунцом	vom feinsten adult	вом феинстен адулт	other
14	Корм Hill's Science Plan Kitten Healthy Development Tuna	gourmet mon petit	гоурмет мон петит	other
14	Корм Hill's Science Plan Kitten Healthy Development Tuna	country all breeds	коунтри алл бреедс	other
14	Корм Hill's Science Plan Kitten Healthy Development Tuna	golosi complet all	голоси комплет алл	other
14	Корм Hill's Science Plan Kitten Healthy Development Tuna	complet all breeds	комплет алл бреедс	other
29	Корм Hill's Science Plan Adult для взрослых собак с тунцом и рисом	goldfish pro crisps	голдфиш про криспс	other
17	Корм Happy Dog Supreme Fit&Well Adult Medium	cichorium intybus	кичориум интибус	other
24	Корм Happy Dog Medium Baby	cichorium intybus	кичориум интибус	other
24	Корм Happy Dog Medium Baby	cichorium	кичориум	other
29	Корм Happy Dog Baby Lamb & Rice для щенков крупнпн	tetrapro color crisps	тетрапро колор криспс	other
29	Корм Happy Dog Baby Lamb & Rice для щенков крупнпн	maine coone adult	мейн кун адульт	other
71	Контейнеры	trainer	трейнер	other
75	Контейнер	trainer	трейнер	other
44	Когтеточка Лежанка с лестницей (115 см)	protection sensitive	протектион сенситиве	other
44	Когтеточка Лежанка с лестницей (115 см)	tetra tetratablets	тетра тетратаблетс	other
44	Когтеточка Лежанка с лестницей (115 см)	tetraplecotablets	тетраплекотаблетс	other
44	Когтеточка Лежанка с лестницей (115 см)	clean multiple cat	клеан мултипле кат	other
50	Капли против блох+ для собак	belcando quality meat	белкандо квалити меат	other
46	Капли против блох и клещей для собак	plan optiblance large	план оптибланке ларге	other
50	Капли от блох для собак	belcando quality meat	белкандо квалити меат	other
60	Кальций	cats	кац	brand
31	КОРМ ДЛЯ СОБАК СТАРШЕ 7 ЛЕТ СРЕДНИХ И КРУПНЫХ ПОРОД С ЧУВСТВИТЕЛЬНОЙ КОЖЕЙ PRO PLAN "ADULT 7  MEDIUM	canin sensitivity control	кейнин сенситивити контрол	other
60	Гель	gentle	гентле	other
59	Бычий корень	chicken	чикен	other
50	Бриллиантовые глаза	line lamb	лине ламб	other
50	Бриллиантовые глаза	laga chinchilla	лага кинкилла	other
50	Бриллиантовые глаза	plan delicate	план делисате	other
50	Асд-2	hsd	хсд	other
50	Асд-2	usd	юсд	other
50	Асд-2	usd	усд	other
50	Асд-2	dog usd	дог юсд	other
50	Асд-2	dog usd	дог усд	other
67	Анти стресс	canin starter	канин стартер	other
41	stronghold для кошек	pet dual action	пет дуал акшен	other
20	sport	acana	frfyf	brand
25	smart cat	cat chow	cат чов	brand
24	selection	happy dog	[tggb lju	brand
42	royal canin для стерелизованных кошек	adult sterilized	адулт стерилизед	other
42	royal canin для стерелизованных кошек	eukanuba adult sterilized	еукануба адулт стерилизед	other
38	royal canin для кошек паучи 12	maine coone adult	маине кооне адулт	other
26	royal canin starter mini для собак	pro plan optibalance	про план оптибаланке	other
26	royal canin starter mini для собак	pro plan optiblance	про план оптибланке	other
26	royal canin starter mini для собак	adult balance	адулт баланке	other
29	royal canin sphynx	royal canin	hjzk rfyby	brand
24	royal canin savour exigent	happy dog	['ggb lju	brand
29	royal canin renal собак	pro plan optiblance	про план оптибланке	other
19	royal canin hypoallergenic small dog	happy dog	['ggb lju	brand
20	pi-pi	pi-pi	пи-пи	brand
20	pi-pi	mi-mi	ми-ми	brand
18	oval	happy dog	['ggb lju	brand
33	mother babycat	royal canin	hjzk rfyby	brand
32	monge salmon	happy dog	['ggb lju	brand
21	hills sterilised cat	happy dog	[tggb lju	brand
33	hill's perfect	royal canin	hjzk rfyby	brand
27	happy dog renal	happy dog	['ggb lju	brand
23	happy dog mini africa	acana	frfyf	brand
22	happy dog intestinal	happy dog	['ggb lju	brand
25	happy dog baby original	happy dog	[tggb lju	brand
25	happy dog baby original	happy dog	['ggb lju	brand
27	grand in	happy dog	['ggb lju	brand
17	gastro intestinal moderate calorie gim35	happy dog	[tggb lju	brand
17	gastro intestinal moderate calorie gim35	happy dog	['ggb lju	brand
43	fibre ля кошек	pet dual action	пет дуал акшен	other
43	fibre ля кошек	bigl croc	бигл крок	other
33	fibre 23	royal canin	hjzk rfyby	brand
20	deter	acana	frfyf	brand
24	british shorthair kitten	royal canin	hjzk rfyby	brand
19	bosch sensitive (lamb & rice)	happy dog	['ggb lju	brand
48	beaphar спрей	more spraying	мор спрейинг	other
48	beaphar спрей	spraying	спрейинг	other
29	Wahre Liebe	royal canin	hjzk rfyby	brand
29	Tetra holiday	happy dog	[tggb lju	brand
20	Super premium	happy dog	['ggb lju	brand
21	Speciality Mini Adult	happy dog	[tggb lju	brand
24	Small croc	happy dog	['ggb lju	brand
24	Small croc	cat chow	cат чов	brand
26	Skin Young Male	happy dog	[tggb lju	brand
15	SATIETY WEIGHT MANAGEMENT SAT30	happy dog	[tggb lju	brand
18	Runner	acana	frfyf	brand
33	Royal canin для кошек hepatic	pet dual action	пет дуал акшен	other
19	Royal Canin medium adult	happy dog	[tggb lju	brand
35	Royal Canin Sterilised 37 для стерилизованных кошек от 1 до 7 лет	plan sterilized adult	план стерилизед адулт	other
19	Royal Canin Neutered Weight Balance	happy dog	[tggb lju	brand
19	Royal Canin Hypoallergenic Small	royal canin	hjzk rfyby	brand
23	Royal Canin Hairball Care	royal canin	hjzk rfyby	brand
16	Royal Canin Babycat Instinctive	happy dog	['ggb lju	brand
24	Royal Canin Adult Light	royal canin	hjzk rfyby	brand
19	Royal Canin Adult Beauty	happy dog	[tggb lju	brand
19	Royal Canin Adult Beauty	happy dog	['ggb lju	brand
33	Pro plan delicate для котят	dental knot white	дентал кнот вайт	other
35	Pro Plan Nutrisavour Steril для стерилизованных кошек с говядиной	golosi indoor sterilizzati	голоси индоор стерилиззати	other
29	Pi-Pi-Bent	happy dog	['ggb lju	brand
21	PROLIFE Sensitive Medium Large	happy dog	[tggb lju	brand
21	PROLIFE Runner	acana	frfyf	brand
29	PROLIFE Puppy Mini	royal canin	hjzk rfyby	brand
31	PROLIFE Puppy Large	happy dog	['ggb lju	brand
31	PROLIFE Puppy Giant	happy dog	['ggb lju	brand
21	PROLIFE Adult Medium	happy dog	[tggb lju	brand
21	PROLIFE Adult Medium	happy dog	['ggb lju	brand
30	Neutered Young Male	happy dog	[tggb lju	brand
25	Mother	royal canin	hjzk rfyby	brand
23	Monge Speciality Line Duck	happy dog	[tggb lju	brand
23	Monge Speciality Line Duck	happy dog	['ggb lju	brand
18	LP34	club 3d	клуб 3д	brand
18	LP34	happy dog	['ggb lju	brand
27	Hepatic HF26	royal canin	hjzk rfyby	brand
25	Happy dog struvit	happy dog	['ggb lju	brand
21	Happy dog medium adult	happy dog	['ggb lju	brand
21	Happy dog maxi baby	royal canin	hjzk rfyby	brand
18	Happy Dog Haar Spezial Forte	acana	frfyf	brand
25	Happy Cat Supreme Junior Geflugel	happy dog	['ggb lju	brand
22	Happy Cat Minkas Sterilised	royal canin	hjzk rfyby	brand
19	HAPPY DOG Skin	happy dog	['ggb lju	brand
18	Golosi Tonno & Salmone Adult	happy dog	[tggb lju	brand
18	Golosi Tonno & Salmone Adult	happy dog	['ggb lju	brand
47	Go ягненок	ginseng	гинсенг	other
22	GOLOSI fish	happy dog	['ggb lju	brand
26	GOLOSI Baby Mini	happy dog	['ggb lju	brand
38	Fresh Step Впитывающий наполнитель	plan optiweight	план оптивеайт	other
21	Fibre Response	acana	frfyf	brand
22	Fast	acana	frfyf	brand
27	Farmina ultrahypo	acana	frfyf	brand
22	DR25	acana	frfyf	brand
19	Bosch Sensitive Lamb & Rice	happy dog	['ggb lju	brand
33	Best dinner дичь	tfd	ти эф ди	other
30	AGEING STERILISED 12	happy dog	['ggb lju	brand
56	кошек крупных пород	oro mix coco	оро микс коко	other
57	юнитабс	intybus	интибус	other
59	эурикан LR	african	африкан	other
55	электроошейник	selection	селекшен	other
62	электролит	petreet	петрит	brand
59	экокиллер	cocorite	кокорите	other
59	экокиллер	camomile	камомиле	other
80	эдель к	edel cat	эдел кат	brand
89	эдель	edel	эдел	brand
100	эвиталия-вет	wet	вет	other
62	эвинтон	intense	интенс	other
52	щетка для расчесывания	acana heritage adult	асана херитаге адулт	other
73	шнурок	nupro	нупро	other
61	шнур для адрессника	nature classic	натуре классик	other
57	шнур для адресника	dog supreme africa	дог супрем африка	other
57	шлейка медицинская	cat minkas	кат минкас	other
56	шлейка жилет	flexi giant	флекси джиант	other
67	шланг	laga	лага	brand
67	шланг	plan	план	brand
67	шланг	line	лайн	other
80	шизир	schesir	шезир	brand
67	шашка	aqua	аква	other
67	шапки	shape	шапе	other
56	шампунь противомикробный	oatmeal shampoo	оатмил шампу	other
59	шампунь лошадиная сила	oatmeal shampoo	оатмил шампу	other
47	шампунь для собак от блох	control shampoo	контрол шампу	other
48	шампунь для собак для короткошерстных собак	control shampoo	контрол шампу	other
48	шампунь для собак для короткошерстных собак	gentle hypoallergenic shampoo	джентл хайпооллердженик шампу	other
56	шампунь веда для собак	natural oatmeal shampoo	нейчурал оатмил шампу	other
50	чистящая пудра	rabbit pure	раббит пур	other
50	чистящая пудра	purina	пурина	brand
57	чистый хвост	wels chips	велс чипс	other
62	чиктоник	chicken	чикен	other
62	чесалки	healthy	хеалти	other
62	чесалка	delica	делика	other
62	чесалка	small cat	смалл кат	other
62	цистофан	stain	стаин	other
67	ципролет	prolife	пролифе	brand
60	ципам	vipan	випан	other
55	циклоп	color	колор	other
59	цефриаксон	friskies	фрискис	brand
59	цефриаксон	persian	персиан	other
59	цефриаксон	african	африкан	other
47	цефален 1000	clean	цлеан	brand
48	цепь рывковая	recovery	рековери	other
64	цеосан трава	clean aqua	клеан аква	other
73	хорошка	orka	орка	other
74	хондроитин	condition	кондитион	other
67	хондартрон	arthro	артро	other
73	хоменко	home	хоме	other
64	хлоргексидин	flexi giant	флекси джиант	other
64	хлоргексидин	flexi design	флекси дезигн	other
52	хилс с лососем для собак	classic small black	классик смалл блак	other
57	хилс мусы	hill's	хиллс	brand
70	хартмедин	hair medium	хаир медиум	other
67	хамелеон	amazone	амейзон	other
67	фумиклин	clean	клин	other
67	фугин	green	грин	other
67	фугин	fieno	фино	other
70	форти флора	fiory oro	фиори оро	other
73	форвед	forte	форте	other
53	фон для аквариума	for castrated	фор кастратед	other
53	фон для аквариума	optimal care tuna	оптималь кар туна	other
53	фон для аквариума	optimal care tuna	оптимал каре туна	other
57	флексопрофен	professional	профешнал	other
